Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Acads,[ 1.066266    2.44609028 13.46536681],[1.066266   0.74816651 1.55303857],[5.50485276 3.01123629 9.55840593],4.09
Acadsb,[  0.69777286 107.50435032 124.86466285],[0.69777286 0.50986069 1.03674582],[1.1266402  0.76135455 1.66283706],0.81
Acap1,[0.02168113 0.13591221 1.53937649],[1.38777878e-17            nan            nan],[11.32625627         nan         nan],0.21
Acat1,[ 0.34895702  4.97872025 10.67270128],[0.34895702 0.2055469  0.55047148],[2.14366358 1.21265655 4.22922374],0.7
Acat2,[  2.37895998 253.16350767 407.42360388],[2.37895998 1.88224604 3.06477628],[1.60932991 1.2465133  2.07143414],3.79
Acbd3,[ 0.21940227  1.68587873 14.47330374],[0.21940227 0.15235483 0.31489387],[ 8.58502067  5.39392396 13.51509093],1.67
Acbd6,[ 0.62501183  3.38060391 11.96072807],[0.62501183 0.42186162 0.94698105],[3.53804479 1.982083   6.17092555],1.87
Acbd7,[ 0.26728185 46.7533127  50.60426458],[0.28064594 0.16858604 0.45005421],[1.08236747 0.61084008 1.88463073],0.29
Accs,[ 0.12495459 13.30885792 20.58800083],[0.13120231 0.07591797 0.21957124],[1.31489875 0.75134348 3.04029636],0.19
Acd,[0.51714067 0.8774887  4.17316684],[0.51714067 0.24295643 0.94498887],[ 4.75580693  1.9827074  13.35934089],1.55
Acer2,[ 0.03102876  0.38232351 12.29600013],[0.00155144        nan        nan],[127.68014472          nan          nan],0.92
Acer3,[0.11075884 0.6845381  1.99591075],[6.9388939e-17           nan           nan],[2.9157044       nan       nan],0.28
Acin1,[ 2.05007973  4.88180474 36.7538904 ],[2.05007973 1.56242478 2.80996028],[ 7.52875061  4.37700212 11.53799542],10.87
Acly,[ 0.66879414  1.67256837 13.19162372],[0.66879414 0.50978843 0.88305199],[ 7.88704603  5.25972846 11.61285408],3.77
Aco2,[2.29918896 4.30334295 7.22530489],[2.29918896 0.94324141 5.588056  ],[1.67899816        nan        nan],2.52
Acot1,[0.01488232 0.14494626 1.06614816],[1.04083409e-17            nan            nan],[4.92816626        nan        nan],0.1
Acot11,[0.02610406 0.79773403 3.37990407],[1.38777878e-17            nan            nan],[4.23688091        nan        nan],0.11
Acot13,[0.04377275 0.13928024 3.48331973],[0.00218864        nan        nan],[25.00943153         nan         nan],0.83
Acot7,[0.34824755 0.67370095 4.36735343],[0.34824755 0.18455419 0.5728613 ],[ 6.48262913  3.30653366 14.73759815],1.49
Acot8,[0.40122729 1.51740287 7.16652195],[0.40122729 0.28585957 0.57603965],[4.72288677 2.87026455 7.37367204],1.5
Acoxl,[0.02835895 0.7883938  4.4702202 ],[0.02835895 0.00671284 0.06668788],[5.67003471        nan        nan],0.16
Acp2,[0.1120097  0.81739402 2.57472842],[1.38777878e-17            nan            nan],[3.14992322        nan        nan],0.31
Acp5,[0.28878031 0.31898427 1.        ],[0.01443902        nan        nan],[0.12539803        nan        nan],0.48
Acp6,[0.6005404  0.3941996  5.65317787],[0.6005404  0.31081698 1.24453776],[14.34090194  4.42816401 37.50576667],3.41
Acrbp,[ 0.11176651  5.0523666  11.32436285],[0.11176651 0.05644626 0.19439228],[2.24139769 1.14500356 4.99897879],0.25
Acsbg1,[0.0185639  1.34672404 4.74041868],[0.0009282       nan       nan],[3.51996291        nan        nan],0.06
Acsf2,[  0.30599364  63.16237064 103.57970814],[0.30599364 0.21068089 0.4467217 ],[1.63989583 1.06173716 2.60476328],0.5
Acsl1,[ 0.56090917  2.27729164 12.85527195],[0.56090917 0.39390769 0.79868192],[5.6449827  3.36915497 9.36099523],2.54
Acsl3,[0.57383091 0.80697713 3.79843821],[0.57383091 0.27803185 1.07429779],[ 4.70699609  1.8783776  12.890587  ],1.58
Acsl5,[0.09420589 0.77307032 5.05083782],[0.09420589 0.04437949 0.16072024],[ 6.53347789  3.43278574 15.14039439],0.55
Acss1,[0.19100474 1.15354515 1.98971383],[2.77555756e-17            nan            nan],[1.72486862        nan        nan],0.28
Actl6a,[ 1.24913142  3.20105906 15.31122257],[1.24913142 0.89437058 1.82704391],[4.78317403 2.57445216 8.02118122],4.3
Actn1,[ 2.50245195 26.52454963 82.57063323],[2.75269714 1.89235837 3.34304265],[2.55265104 2.11289991 4.92329715],7.12
Actn4,[ 0.92002798  1.83773996 23.89179157],[0.92002798 0.73506064 1.16191354],[13.00063777  9.1903482  17.88735129],7.97
Actr10,[ 1.28082558  4.86722459 22.75870404],[1.28082558 0.9494916  1.86015743],[4.67590998 2.63320051 7.35122812],4.74
Actr1a,[ 1.00360946 36.27643282 51.52383493],[1.00360946 0.60709688 1.41754958],[1.42031151 0.96033914 2.98984158],1.39
Actr1b,[ 0.85295548 27.25705673 42.28064163],[0.89560326 0.66203736 1.21000305],[1.3650397  1.03515427 2.68569817],1.28
Actr5,[0.26922888 1.6821455  4.16714151],[0.26922888 0.11934378 0.51485674],[2.47727769 1.11856785 6.62019752],0.57
Actr6,[0.30608839 0.92762797 5.98108051],[0.30608839 0.20127951 0.44986568],[ 6.4477147   3.88230136 11.03243108],1.48
Actr8,[  1.516478   223.40256245 253.63545294],[1.516478   1.16203008 2.13932472],[1.10126933 0.79670869 1.52517494],1.71
Acvr2b,[0.25052629 0.46885328 3.72745332],[0.25052629 0.1122441  0.4386791 ],[ 7.95014872  3.87928067 21.07952093],1.3
Acyp1,[0.34407861 3.04100076 6.740642  ],[0.34407861 0.19050825 0.59047223],[2.21658675 1.11163328 4.69531981],0.69
Ada,[ 0.21326044 43.87669553 66.17882968],[0.21326044 0.14034061 0.34061759],[1.50829111 0.8905923  2.54523098],0.32
Adal,[0.15384465 0.21273335 1.        ],[0.00769223        nan        nan],[4.70072031        nan        nan],0.42
Adam10,[0.16228336 1.45851377 4.72747237],[0.16228336 0.07738178 0.3183597 ],[3.24129431 1.42439502 7.62669095],0.47
Adam19,[0.69924381 3.4641309  7.51282227],[0.69924381 0.41166908 1.21933868],[2.16874665 1.02542407 4.59942817],1.26
Adam1a,[0.00715785 0.21460756 4.6603409 ],[0.00035789        nan        nan],[21.71564157         nan         nan],0.15
Adam23,[  0.53663848 106.99036519 165.74855274],[0.56347041 0.40381762 0.77095502],[1.50271565 1.03939151 2.16296776],0.83
Adamts10,[ 0.03604169 12.36952178 30.82155206],[0.0342396  0.0165317  0.07472715],[2.49173352 0.99047274 7.47870033],0.09
Adamts2,[0.00355588 0.15758607 1.93186713],[1.73472348e-18            nan            nan],[12.25912401         nan         nan],0.04
Adamts7,[0.0205657  0.21155044 1.50591922],[0.00102829        nan        nan],[7.11848789        nan        nan],0.13
Adamtsl1,[0.04498333 0.32754822 1.69224888],[0.00224917        nan        nan],[5.16641149        nan        nan],0.2
Adamtsl4,[0.03672452 0.11599516 1.        ],[6.9388939e-18           nan           nan],[8.62104909        nan        nan],0.24
Adap1,[0.33134119 4.5342533  9.79842179],[0.33134119 0.19943524 0.53306819],[2.16097803 1.1898957  4.11273445],0.67
Adar,[0.08669576 0.09202177 1.64479345],[0.00433479        nan        nan],[17.87395952         nan         nan],0.8
Adarb1,[0.12392254 2.30017355 8.26828092],[0.12392254 0.07227141 0.2196528 ],[3.5946335  1.82510533 6.89983656],0.42
Adat1,[ 0.29452619 57.51632802 78.59906288],[0.29452619 0.19696656 0.47181161],[1.32555561 0.79889928 2.22587061],0.4
Adat2,[ 0.36428963  2.34809461 10.26923695],[0.36428963 0.25996879 0.52591328],[4.37343406 2.63065321 6.81625388],1.38
Adck1,[0.29867941 3.46313479 4.3801006 ],[0.01493397        nan        nan],[1.3027225       nan       nan],0.35
Adck5,[0.08291686 0.1064678  6.85039645],[0.08291686 0.02292515 0.17712001],[64.34242624         nan         nan],3.0
Adcy6,[0.05696166 0.98912052 1.        ],[0.00284808        nan        nan],[1.01099915        nan        nan],0.05
Adcy9,[0.05431236 1.24188388 8.42484604],[0.05431236 0.02973567 0.09430247],[ 6.78392414  3.45799294 13.69797297],0.35
Add1,[  1.37876892 186.40290155 199.96892879],[1.37876892 1.01609603 1.94879912],[1.07277798 0.74447959 1.49801266],1.47
Adh1,[0.01957481 0.82790276 2.3093919 ],[3.46944695e-18            nan            nan],[2.78944823        nan        nan],0.05
Adh5,[ 1.92714703  2.56142091 23.6570407 ],[1.92714703 1.44450809 2.67222219],[ 9.23590521  5.31658905 14.52887619],10.16
Adh7,[0.00355478 0.15752415 1.93174467],[0.00017774        nan        nan],[12.26316536         nan         nan],0.04
Adhfe1,[0.11242054 2.1598209  6.1080866 ],[0.11242054 0.0569374  0.20738926],[2.82805237 1.35590847 6.14561661],0.3
Adipor1,[0.84267629 0.94398404 5.06962567],[0.84267629 0.50275975 1.452169  ],[ 5.37045696  2.31458402 11.66614103],2.39
Adipor2,[ 0.78206728  3.43380187 24.69501393],[0.78206728 0.6152134  1.03281618],[ 7.19174107  4.60232729 10.16914462],4.58
Adk,[ 0.81175728  4.24875007 18.33413443],[0.81175728 0.59411022 1.14207364],[4.44463857 2.63544357 6.78355395],2.94
Adnp,[0.1787428  0.46800254 9.64621735],[0.1787428  0.09500101 0.30046161],[20.61146382 10.65429158 44.72262655],2.67
Adnp2,[0.17790187 0.33943596 1.47003358],[5.55111512e-17            nan            nan],[4.33081268        nan        nan],0.51
Adpgk,[1.36023614 1.91630811 2.87501227],[2.22044605e-16            nan            nan],[0.33006315        nan        nan],1.19
Adprhl2,[0.49282182 3.86683018 8.75090321],[0.49282182 0.3021824  0.81157133],[2.26306892 1.19896512 4.360214  ],0.99
Adrb2,[0.04456261 0.46537467 1.        ],[6.9388939e-18           nan           nan],[2.14880626        nan        nan],0.09
Adrb3,[ 0.22548724 14.77897259 23.77287437],[0.22548724 0.11446472 0.36886686],[1.60856069 0.89995999 3.66455696],0.36
Adrbk1,[0.5898853  2.60546254 3.33481574],[0.5898853  0.11601575 1.43312397],[1.27993233        nan        nan],0.62
Adsl,[ 0.53809917  2.21226798 12.81277219],[0.53809917 0.40708611 0.72669498],[5.79169083 3.74124471 8.51811698],2.51
Adssl1,[0.0959355  0.50501625 1.        ],[0.00479678        nan        nan],[1.98013431        nan        nan],0.16
Aebp2,[0.54247741 2.69771238 6.38786377],[0.54247741 0.310797   0.95745283],[2.3678817  1.08893275 5.05944124],1.07
Aen,[0.29736638 0.60402947 6.38002025],[0.29736638 0.18590856 0.44172402],[10.56243201  6.24860349 19.40695451],2.1
Aes,[1.43282997 1.44171629 7.32178343],[1.43282997 0.87143429 2.4970174 ],[ 5.07851891  2.01870858 11.49778514],3.65
Aff1,[ 0.27427872  0.26606093 10.38268222],[0.27427872 0.1961018  0.37284669],[39.02370183 26.06463682 60.20638306],5.27
Aff4,[ 0.53571838  4.16164462 22.67655294],[0.53571838 0.39483052 0.75375029],[5.44894026 3.47114885 8.23543907],2.59
Afg3l2,[1.00436055 1.51640104 9.00971065],[1.00436055 0.6643261  1.54432525],[ 5.94150915  2.99505566 11.31140908],3.59
Afmid,[ 0.47488934 16.41714604 34.85117141],[0.49863381 0.37344323 0.67201708],[1.99548089 1.448424   2.85702283],0.98
Aftph,[ 0.62185875 57.32560495 60.48221661],[0.62185875 0.42670702 1.00430616],[1.02341266 0.63912052 1.6212166 ],0.65
Agap3,[ 0.07436843  1.63465991 10.67891638],[0.07436843 0.03988322 0.13775106],[ 6.53280617  2.94640105 13.93455901],0.46
Agbl5,[0.08362191 1.60118336 6.73963471],[0.08362191 0.04243538 0.1530431 ],[4.20915859 1.9962999  9.11040399],0.33
Agfg1,[0.93012749 3.21200099 8.07500644],[0.93012749 0.6023024  1.58600927],[2.51401119 1.14569098 4.76446632],1.81
Agfg2,[0.24526125 1.81884396 2.67936537],[2.77555756e-17            nan            nan],[1.47311448        nan        nan],0.32
Aggf1,[0.80779496 2.02269406 8.7455647 ],[0.80779496 0.57897116 1.17655588],[4.32372096 2.44607449 6.97323607],2.5
Agpat2,[ 0.66337473  3.5901892  13.06123719],[0.66337473 0.47588808 0.98749324],[3.6380359  2.07426949 5.78583525],2.04
Agpat4,[ 0.58690927  4.23302461 16.35415153],[0.58690927 0.42822323 0.84578614],[3.86346716 2.33223531 5.99937231],1.99
Agpat5,[0.25864331 0.26380738 3.16120515],[0.25864331 0.05501251 0.51735126],[11.98300497         nan         nan],1.56
Agpat6,[ 0.75005421  3.87660077 12.69592049],[0.75005421 0.53346859 1.12943647],[3.27501366 1.83258223 5.32962706],2.06
Agps,[  1.10499705 238.24923585 252.33182864],[1.10499705 0.81019714 1.61708799],[1.0273354  0.7042551  1.48847715],1.16
Agrn,[  1.36204475  66.44641283 114.74461704],[1.36204475 0.89358453 1.81111718],[1.72687452 1.30411298 2.27287299],2.3
Agtrap,[ 1.64309617  8.51649129 21.24394769],[1.56094136 1.05435184 2.48186625],[2.64411526 1.44439826 5.15820578],3.44
Ahctf1,[ 0.65485127  2.63908558 11.33482492],[0.65485127 0.45134608 0.9529921 ],[4.29498195 2.48881685 7.3564754 ],2.25
Ahdc1,[0.19767657 0.71404566 3.68687894],[0.19767657 0.0699014  0.40054457],[ 5.16336583  2.08938028 17.23833252],0.8
Ahi1,[0.12121376 4.65634567 9.17919976],[0.12121376 0.05332573 0.23528052],[1.97133126 0.94480425 5.00877766],0.23
Ahnak,[  2.0393634  362.01048759 855.92492993],[2.0393634  1.70146339 2.61885336],[2.29343406 1.83966908 2.88093968],4.79
Ahsa2,[0.04840372 0.25285925 2.10786941],[0.00242019        nan        nan],[8.33613723        nan        nan],0.34
Aifm2,[0.47304868 6.70784373 8.70178079],[0.47304868 0.23292727 0.82511892],[1.29725455 0.68143154 3.26649981],0.57
Aig1,[0.14040107 0.76942333 1.7611369 ],[0.00702005        nan        nan],[2.288905      nan      nan],0.27
Aim2,[ 0.25518252  0.82846967 12.71936623],[0.25518252 0.17610225 0.35950612],[15.35284477  9.86678651 24.61431971],3.0
Aimp1,[1.23347365 2.17748444 9.00974663],[1.23347365 0.83171748 1.96683542],[4.13768589 1.92142901 7.66107403],3.26
Aimp2,[ 0.45065442  1.0261421  11.56013975],[0.45065442 0.34774731 0.58600349],[11.26563244  7.87750593 15.86909229],3.53
Aip,[0.47095648 1.5882663  4.97847648],[0.47095648 0.26226895 0.82759781],[3.13453512 1.42021091 6.86443444],1.14
Ak2,[ 1.85954967  1.21149408 23.38220998],[1.85954967 1.36449553 2.53698009],[19.30030886 11.67435603 31.63596396],14.16
Ak4,[0.26351387 0.26980607 4.24274242],[0.26351387 0.13362578 0.4393536 ],[15.7251557   8.01209721 36.69457963],2.1
Akap12,[ 2.57978038  7.08142897 38.02345121],[2.57978038 1.89043807 3.87261535],[5.36946023 2.65787767 8.95565429],10.15
Akap13,[  1.15373123 186.63145527 190.01864013],[1.15373123 0.83135159 1.68358457],[1.01814906 0.68374545 1.46259424],1.17
Akap2,[  2.93372053 252.28865949 476.14005622],[2.93372053 2.34682036 3.74257427],[1.88728283 1.48300415 2.39326417],5.47
Akap7,[ 0.73282821  8.21489236 11.00565289],[0.73282821 0.37238484 1.2479863 ],[1.33971967 0.7079386  3.48185774],0.9
Akap8,[ 1.95987914  2.70759269 15.52764657],[1.95987914 1.3597857  3.03708832],[ 5.73485319  2.69751083 10.43393744],6.52
Akap9,[ 0.92613594  1.28368564 11.33715446],[0.92613594 0.67198688 1.29435027],[ 8.83172182  5.2539651  14.34537721],4.75
Akirin1,[0.14576404 0.2141998  6.79921842],[0.14576404 0.08666981 0.22896781],[31.7424121  18.16585414 58.65488983],2.75
Akirin2,[  0.88210111 154.63987368 192.2291825 ],[0.88210111 0.64975554 1.24185681],[1.24307643 0.86582421 1.76415895],1.09
Akr1b8,[ 0.14861483 53.30069322 90.20936713],[0.15604557 0.09646252 0.2429379 ],[1.69246142 0.93896838 3.15407968],0.25
Akr7a5,[0.09450687 0.10918411 1.80000866],[1.38777878e-17            nan            nan],[16.48599495         nan         nan],0.84
Akt1,[  0.18255517  61.20640304 108.56652489],[0.18255517 0.11846086 0.2959722 ],[1.72056393 1.00523122 3.10158462],0.32
Akt1s1,[0.05731589 0.03949247 1.67033454],[2.77555756e-17            nan            nan],[42.29500938         nan         nan],0.99
Akt3,[0.06720361 1.24672694 3.19033884],[0.00336018        nan        nan],[2.55897161        nan        nan],0.16
Alas1,[ 1.3179651  64.50088951 77.1738653 ],[1.18616859 0.64889042 1.87457056],[1.19647754 0.81002439 1.67992261],1.55
Alcam,[0.01612802 1.37917296 6.63868863],[0.01612802 0.0048988  0.04384779],[ 4.8135287   1.34611711 17.88664052],0.08
Aldh16a1,[0.4458148  0.81463285 4.87542661],[0.4458148  0.28964332 0.67997649],[ 5.98481461  3.36401288 10.62875   ],1.72
Aldh18a1,[ 0.83535963  0.82766468 12.67447834],[0.83535963 0.62744585 1.11116918],[15.31354268  9.98819182 23.36432684],6.37
Aldh1b1,[0.10797556 0.47184657 2.51833398],[0.00539878        nan        nan],[5.33718833        nan        nan],0.47
Aldh2,[ 1.28015139  4.6558333  18.93249272],[1.28015139 0.92744233 1.8670686 ],[4.06640262 2.28633415 6.7006686 ],4.08
Aldh3b1,[4.37832757e-02 5.44949587e+01 1.32777696e+02],[0.04378328 0.0266934  0.08769643],[2.43651337 1.05281011 6.5252342 ],0.11
Aldh7a1,[0.87309251 0.7698832  6.51463964],[0.87309251 0.57878675 1.35427626],[ 8.46185457  4.26303228 15.77426546],3.46
Aldh9a1,[ 1.20254927  2.52136328 18.01174059],[1.20254927 0.915037   1.61879226],[ 7.14365151  4.46650723 10.78483192],5.82
Aldoa,[  2.55143489   4.14775787 119.70382904],[2.55143489 2.09067024 3.13916   ],[28.85988832 20.90173796 38.314456  ],45.59
Aldoart2,[4.09183267 0.02335448 1.        ],[0.20459163        nan        nan],[0.42818336        nan        nan],0.99
Alg1,[0.21967021 0.66799417 1.8511799 ],[5.55111512e-17            nan            nan],[2.77125158        nan        nan],0.46
Alg10b,[0.1917145  1.99961806 2.82786012],[0.00958573        nan        nan],[1.41420013        nan        nan],0.25
Alg14,[  0.69204491 209.39766607 211.54866759],[0.72664716 0.49899848 1.05378862],[0.97996416 0.63862778 1.46204444],0.7
Alg3,[0.40484251 2.49750379 9.0572254 ],[0.40484251 0.24578302 0.62077871],[3.62651117 2.02800922 7.10998962],1.26
Alg6,[  0.66039345  86.96143314 173.73050867],[0.66039345 0.49947941 0.89766924],[1.99778801 1.42517834 2.78216772],1.31
Alkbh1,[  1.49978101 179.37950004 180.4914805 ],[1.49978101 1.11431378 2.09608385],[1.00619904 0.71505299 1.38516916],1.5
Alkbh2,[ 1.19129266  6.36864042 13.30472125],[1.19129266 0.72541898 1.90363849],[2.15177212 1.12335925 4.52583465],2.1
Alkbh3,[ 0.86129074 20.76842929 26.16876851],[0.86129074 0.50365242 1.27507856],[1.26002637 0.81572431 2.72653583],1.04
Alkbh6,[ 1.13263328  5.32220274 13.52129021],[1.13263328 0.75579983 1.79227026],[2.540544   1.3236233  4.70791833],2.37
Alox12,[0.16708502 0.9397166  1.        ],[0.16708502 0.0257517  0.91147895],[1.06415062        nan        nan],0.15
Alpl,[1.32678017 0.97931175 8.00145393],[1.32678017 0.82145534 2.33163415],[ 8.17048701  3.14170821 17.90221815],4.6
Als2,[0.40536203 7.29782709 9.71255597],[0.40536203 0.21054397 0.68291098],[1.33088327 0.73964699 3.06405506],0.51
Als2cl,[ 0.10208229  7.89856633 28.55096094],[0.1071864  0.07219872 0.15915878],[2.96405537 2.01092542 6.05398261],0.36
Amacr,[0.07135597 0.07909831 1.61229151],[0.0035678       nan       nan],[20.38338832         nan         nan],0.76
Ambp,[0.01856026 1.34633707 4.73982352],[0.00092801        nan        nan],[3.52053258        nan        nan],0.06
Ambra1,[0.154907   1.04569092 3.60739075],[0.154907   0.03632935 0.35076775],[3.44976769        nan        nan],0.47
Amdhd2,[ 0.75729529  1.3983929  11.47235931],[0.75729529 0.55338384 1.03543823],[ 8.20395993  5.12864002 13.10327056],4.03
Amfr,[0.06728757 0.72879355 1.76385979],[0.00336438        nan        nan],[2.42024615        nan        nan],0.15
Amotl1,[ 0.31428197 20.63681352 45.01856962],[0.31428197 0.22437503 0.45287488],[2.18146903 1.44975624 3.33246079],0.68
